wallet_id,score
0xcecf5163bb057c1aff4963d9b9a7d2f0bf591710,272.308576715164
0xcf0033bf27804640e5339e06443e208db5870dd2,567.6173398600934
0xd0df53e296c1e3115fccc3d7cdf4ba495e593b56,207.71463229180424
0xd1a3888fd8f490367c6104e10b4154427c02dd9c,773.9614771666874
0xd334d18fa6bada9a10f361bae42a019ce88a3c33,115.7884711682477
0xd9d3930ffa343f5a0eec7606d045d0843d3a02b4,337.0202973653561
0xdde73df7bd4d704a89ad8421402701b3a460c6e9,513.8454088502042
0xde92d70253604fd8c5998c8ee3ed282a41b33b7f,448.1529802212017
0xded1f838ae6aa5fcd0f13481b37ee88e5bdccb3d,189.71169346268172
0xebb8629e8a3ec86cf90cb7600264415640834483,483.03929551684416
0xeded1c8c0a0c532195b8432153f3bfa81dba2a90,505.43676085072946
0xf10fd8921019615a856c1e95c7cd3632de34edc4,376.252433933234
0xf340b9f2098f80b86fbc5ede586c319473aa11f3,562.3493514593162
0xf54f36bca969800fd7d63a68029561309938c09b,884.0702018578276
0xf60304b534f74977e159b2e159e135475c245526,214.9984893513711
0xf67e8e5805835465f7eba988259db882ab726800,390.8683901999873
0xf7aa5d0752cfcd41b0a5945867d619a80c405e52,386.5983033778558
0xf80a8b9cfff0febf49914c269fb8aead4a22f847,650.5400880684565
0xfe5a05c0f8b24fca15a7306f6a4ebb7dcf2186ac,595.6674963957131
