wallet_id,score
0x0039f22efb07a647557c7c5d17854cfd6d489ef3,999.9999999999999
0x06b51c6882b27cb05e712185531c1f74996dd988,55.642466148941224
0x0795732aacc448030ef374374eaae57d2965c16c,282.0466837893531
0x0aaa79f1a86bc8136cd0d1ca0d51964f4e3766f9,618.0385085544783
0x0fe383e5abc200055a7f391f94a5f5d1f844b9ae,492.14344889729864
0x104ae61d8d487ad689969a17807ddc338b445416,501.71051136428
0x111c7208a7e2af345d36b6d4aace8740d61a3078,752.3536958284527
0x124853fecb522c57d9bd5c21231058696ca6d596,490.8619291035137
0x13b1c8b0e696aff8b4fee742119b549b605f3cbc,772.3539913924187
0x1656f1886c5ab634ac19568cd571bc72f385fdf7,580.1401256424069
0x1724e16cb8d0e2aa4d08035bc6b5c56b680a3b22,640.2048415612701
0x19df3e87f73c4aaf4809295561465b993e102668,719.794805572641
0x1ab2ccad4fc97c9968ea87d4435326715be32872,579.2441399936894
0x1c1b30ca93ef57452d53885d97a74f61daf2bf4f,286.13654253322125
0x1e43dacdcf863676a6bec8f7d6896d6252fac669,625.8149389852508
0x22d7510588d90ed5a87e0f838391aaafa707c34b,551.5244352714716
0x24b3460622d835c56d9a4fe352966b9bdc6c20af,545.2548221531395
0x26750f1f4277221bdb5f6991473c6ece8c821f9d,587.3865342976164
0x27f72a000d8e9f324583f3a3491ea66998275b28,603.8507446303107
0x2844658bf341db96aa247259824f42025e3bcec2,633.7582096048536
0x2a2fde3e1beb508fcf7c137a1d5965f13a17825e,877.097355923286
0x330513970efd9e8dd606275fb4c50378989b3204,304.55055897263924
0x3361bea43c2f5f963f81ac70f64e6fba1f1d2a97,387.29195252896216
0x3867d222ba91236ad4d12c31056626f9e798629c,631.4640161083175
0x3a44be4581137019f83021eeee72b7dc57756069,444.32373992213513
0x3e69ad05716bdc834db72c4d6d44439a7c8a902b,888.1936841364983
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,294.44101138476185
0x4814be124d7fe3b240eb46061f7ddfab468fe122,538.8567491178491
0x4839e666e2baf12a51bf004392b35972eeddeabf,137.2111340639356
0x4c4d05fe859279c91b074429b5fc451182cec745,821.0146315204299
0x4d997c89bc659a3e8452038a8101161e7e7e53a7,574.669384873381
0x4db0a72edb5ea6c55df929f76e7d5bb14e389860,723.5785445549465
0x4e61251336c32e4fe6bfd5fab014846599321389,293.1545254006187
0x4e6e724f4163b24ffc7ffe662b5f6815b18b4210,379.42959945852874
0x507b6c0d950702f066a9a1bd5e85206f87b065ba,384.66455877613896
0x54e19653be9d4143b08994906be0e27555e8834d,253.79648708978428
0x56ba823641bfc317afc8459bf27feed6eb9ff59f,784.6985002396597
0x56cc2bffcb3f86a30c492f9d1a671a1f744d1d2f,682.6332773440206
0x578cea5f899b0dfbf05c7fbcfda1a644b2a47787,725.974996852193
0x58c2a9099a03750e9842d3e9a7780cdd6aa70b86,444.8743741315328
0x58d68d4bcf9725e40353379cec92b90332561683,606.2705214221758
0x5e324b4a564512ea7c93088dba2f8c1bf046a3eb,391.9783339989889
0x612a3500559be7be7703de6dc397afb541a16f7f,697.0499329576114
0x623af911f493747c216ad389c7805a37019c662d,163.15000235483106
0x6a2752a534faacaaa153bffbb973dd84e0e5497b,198.92776413561407
0x6d69ca3711e504658977367e13c300ab198379f1,43.43578239158228
0x6e355417f7f56e7927d1cd971f0b5a1e6d538487,205.72731511258027
0x70c1864282599a762c674dd9d567b37e13bce755,403.5490826165393
0x70d8e4ab175dfe0eab4e9a7f33e0a2d19f44001e,370.2122079154119
0x7399dbeebe2f88bc6ac4e3fd7ddb836a4bce322f,412.15977726417725
0x767055590c73b7d2aaa6219da13807c493f91a20,491.10248212568547
0x7851bdfb64bbecfb40c030d722a1f147dff5db6a,699.2857358767795
0x7b4636320daa0bc055368a4f9b9d01bd8ac51877,611.5577909572906
0x7b57dbe2f2e4912a29754ff3e412ed9507fd8957,37.11429091924208
0x7be3dfb5b6fcbae542ea85e76cc19916a20f6c1e,219.27160327194926
0x7de76a449cf60ea3e111ff18b28e516d89532152,642.8639443276188
0x7e3eab408b9c76a13305ef34606f17c16f7b33cc,564.48117257532
0x7f5e6a28afc9fb0aaf4259d4ff69991b88ebea47,623.1359364123999
0x83ea74c67d393c6894c34c464657bda2183a2f1a,663.1073942265506
0x8441fecef5cc6f697be2c4fc4a36feacede8df67,717.4497464422365
0x854a873b8f9bfac36a5eb9c648e285a095a7478d,291.2433359452683
0x8587d9f794f06d976c2ec1cfd523983b856f5ca9,29.29481870834283
0x880a0af12da55df1197f41697c1a1b61670ed410,401.72147344879886
0x8aaece100580b749a20f8ce30338c4e0770b65ed,90.88909254969033
0x8be38ea2b22b706aef313c2de81f7d179024dd30,487.8423538260545
0x8d900f213db5205c529aaba5d10e71a0ed2646db,407.81893721482845
0x91919344c1dad09772d19ad8ad4f1bcd29c51f27,351.57815246429277
0x93f0891bf71d8abed78e0de0885bd26355bb8b1d,467.2060570684624
0x96479b087cb8f236a5e2dcbfc50ce63b2f421da6,178.20482051513167
0x96bb4447a02b95f1d1e85374cffd565eb22ed2f8,432.759111503143
0x9a363adc5d382c04d36b09158286328f75672098,630.2610008892258
0x9ad1331c5b6c5a641acffb32719c66a80c6e1a17,0.0
0x9ba0d85f71e145ccf15225e59631e5a883d5d74a,550.0109961573003
0x9e6ec4e98793970a1307262ba68d37594e58cd78,724.1657075268384
0xa7e94d933eb0c439dda357f61244a485246e97b8,474.90148473570173
0xa7f3c74f0255796fd5d3ddcf88db769f7a6bf46a,543.9759632850789
0xa98dc64bb42575efec7d1e4560c029231ce5da51,387.973757894414
0xb271ff7090b39028eb6e711c3f89a3453d5861ee,52.94025211937486
0xb475576594ae44e1f75f534f993cbb7673e4c8b6,305.1212884961474
0xb57297c5d02def954794e593db93d0a302e43e5c,538.8960622474352
0xbd4a00764217c13a246f86db58d74541a0c3972a,608.9835076028971
0xc179d55f7e00e789915760f7d260a1bf6285278b,192.0253499694762
0xc22b8e78394ce52e0034609a67ae3c959daa84bc,513.9789423200748
0xcbbd9fe837a14258286bbf2e182cbc4e4518c5a3,704.9874791709543
